train_start,train_end,test_start,test_end,hedge_ratio_train,test_sharpe,test_max_drawdown,test_cumulative_return,test_final_equity
2022-12-10T08:00:00+00:00,2023-03-03T15:00:00+00:00,2023-03-03T16:00:00+00:00,2023-03-24T11:00:00+00:00,0.8592503575120004,3.1048442027356495,-0.0217215285873823,0.01928868734667777,10243.526711790444
2022-12-31T04:00:00+00:00,2023-03-24T11:00:00+00:00,2023-03-24T12:00:00+00:00,2023-04-14T07:00:00+00:00,0.7327437051710832,-6.104084334110708,-0.04790555132739727,-0.03819884123371886,9883.362153876105
2023-01-21T00:00:00+00:00,2023-04-14T07:00:00+00:00,2023-04-14T08:00:00+00:00,2023-05-05T03:00:00+00:00,0.6552249778952481,-1.1019135700776677,-0.036219994483179474,-0.006364846162206339,9551.742685292691
2023-02-10T20:00:00+00:00,2023-05-05T03:00:00+00:00,2023-05-05T04:00:00+00:00,2023-05-25T23:00:00+00:00,0.7639160429884237,-1.271692358542839,-0.013314754976818555,-0.0038444530276136035,9850.675478453551
2023-03-03T16:00:00+00:00,2023-05-25T23:00:00+00:00,2023-05-26T00:00:00+00:00,2023-06-15T19:00:00+00:00,0.7798556425572354,-0.9013658827810411,-0.02720354111699652,-0.0037984352981110803,9907.791288681907
2023-03-24T12:00:00+00:00,2023-06-15T19:00:00+00:00,2023-06-15T20:00:00+00:00,2023-07-06T15:00:00+00:00,0.8030568681140763,-0.49456435851940794,-0.018496674719502337,-0.0010697461488630156,9773.642110079016
2023-04-14T08:00:00+00:00,2023-07-06T15:00:00+00:00,2023-07-06T16:00:00+00:00,2023-07-27T11:00:00+00:00,0.6056175376765839,0.08430477289862949,-0.017498217775261393,-0.00022642405169537305,9923.896644746625
2023-05-05T04:00:00+00:00,2023-07-27T11:00:00+00:00,2023-07-27T12:00:00+00:00,2023-08-17T07:00:00+00:00,0.4406214700675602,-0.6396144594012771,-0.010013039179177396,-0.0013285315859153934,10140.461907247378
2023-05-26T00:00:00+00:00,2023-08-17T07:00:00+00:00,2023-08-17T08:00:00+00:00,2023-09-07T03:00:00+00:00,0.4254291417618904,1.9656834561284784,-0.018658627974059927,0.01455334621767701,10080.105405534312
2023-06-15T20:00:00+00:00,2023-09-07T03:00:00+00:00,2023-09-07T04:00:00+00:00,2023-09-27T23:00:00+00:00,0.8814134076293251,-3.931339708779873,-0.020949392248720056,-0.013523095899274362,9766.258627733076
2023-07-06T16:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-10-18T19:00:00+00:00,1.0516886609623408,-11.57731984088464,-0.06798988266530814,-0.06218340619485385,9225.617308832476
2023-07-27T12:00:00+00:00,2023-10-18T19:00:00+00:00,2023-10-18T20:00:00+00:00,2023-11-08T15:00:00+00:00,0.995294520452205,-2.1408989239490244,-0.031963976805650995,-0.013530676280923304,9499.645877649913
2023-08-17T08:00:00+00:00,2023-11-08T15:00:00+00:00,2023-11-08T16:00:00+00:00,2023-11-29T11:00:00+00:00,0.40357761242829643,-1.48676453827562,-0.04054044706039961,-0.012888853492751706,10090.99060222292
2023-09-07T04:00:00+00:00,2023-11-29T11:00:00+00:00,2023-11-29T12:00:00+00:00,2023-12-20T07:00:00+00:00,0.655682808640263,3.211764705000196,-0.014480754928201112,0.01778744952777389,10086.066906381782
2023-09-28T00:00:00+00:00,2023-12-20T07:00:00+00:00,2023-12-20T08:00:00+00:00,2024-01-10T03:00:00+00:00,0.7853703305632684,-3.057094177249231,-0.0643378487498304,-0.03310862023806904,9664.460724152008
2023-10-18T20:00:00+00:00,2024-01-10T03:00:00+00:00,2024-01-10T04:00:00+00:00,2024-01-30T23:00:00+00:00,0.9065510260914766,-9.350899075327469,-0.1120782949586171,-0.09737132712740781,8725.965023771789
2023-11-08T16:00:00+00:00,2024-01-30T23:00:00+00:00,2024-01-31T00:00:00+00:00,2024-02-20T19:00:00+00:00,0.8439728225781932,-6.499080048124828,-0.04682550952795894,-0.046224141627547954,9177.847102010923
2023-11-29T12:00:00+00:00,2024-02-20T19:00:00+00:00,2024-02-20T20:00:00+00:00,2024-03-12T15:00:00+00:00,0.8822637272205662,0.007876121190313567,-0.025708809931006993,-0.001579719332061691,9600.905991075588
2023-12-20T08:00:00+00:00,2024-03-12T15:00:00+00:00,2024-03-12T16:00:00+00:00,2024-04-02T11:00:00+00:00,1.0500785994421618,-2.741226501929309,-0.03430034097551604,-0.020584745290544104,9620.564309200867
2024-01-10T04:00:00+00:00,2024-04-02T11:00:00+00:00,2024-04-02T12:00:00+00:00,2024-04-23T07:00:00+00:00,0.9022258237512907,-0.7987881213187553,-0.03278698800364266,-0.006319089740581263,9846.136254052959
2024-01-31T00:00:00+00:00,2024-04-23T07:00:00+00:00,2024-04-23T08:00:00+00:00,2024-05-14T03:00:00+00:00,0.876343614133353,-3.8649896805370476,-0.029544070833061542,-0.020963688750733622,9759.203799989507
2024-02-20T20:00:00+00:00,2024-05-14T03:00:00+00:00,2024-05-14T04:00:00+00:00,2024-06-03T23:00:00+00:00,0.7773566700672505,-3.864918312691167,-0.06334436636466645,-0.03597557774741167,9445.595231587731
2024-03-12T16:00:00+00:00,2024-06-03T23:00:00+00:00,2024-06-04T00:00:00+00:00,2024-06-24T19:00:00+00:00,1.5237058569769062,-6.2319822982160735,-0.04689658947405584,-0.0449193703302756,9473.221821317666
2024-04-02T12:00:00+00:00,2024-06-24T19:00:00+00:00,2024-06-24T20:00:00+00:00,2024-07-15T15:00:00+00:00,1.538860430049483,6.220995004085252,-0.017871750367447037,0.0466609796075832,10127.28470914433
2024-04-23T08:00:00+00:00,2024-07-15T15:00:00+00:00,2024-07-15T16:00:00+00:00,2024-08-05T11:00:00+00:00,1.098025394967475,-6.694579916629022,-0.08640539629352562,-0.05835539650172472,9269.535613976255
2024-05-14T04:00:00+00:00,2024-08-05T11:00:00+00:00,2024-08-05T12:00:00+00:00,2024-08-26T07:00:00+00:00,1.0099287350341308,-0.911679555358339,-0.04122773322309625,-0.010086823138568568,9283.159135263128
2024-06-04T00:00:00+00:00,2024-08-26T07:00:00+00:00,2024-08-26T08:00:00+00:00,2024-09-16T03:00:00+00:00,1.4334125367418864,-4.374105719472214,-0.04616487746098796,-0.027480093142520312,9861.587861616088
2024-06-24T20:00:00+00:00,2024-09-16T03:00:00+00:00,2024-09-16T04:00:00+00:00,2024-10-06T23:00:00+00:00,1.6514217184359072,1.4629655439287275,-0.026374138825863702,0.007051572812495799,9725.466605772544
2024-07-15T16:00:00+00:00,2024-10-06T23:00:00+00:00,2024-10-07T00:00:00+00:00,2024-10-27T19:00:00+00:00,1.6996711531932647,-3.408894544326865,-0.04200061754637996,-0.025953335421276758,9802.920865336471
2024-08-05T12:00:00+00:00,2024-10-27T19:00:00+00:00,2024-10-27T20:00:00+00:00,2024-11-17T15:00:00+00:00,0.48944079198614754,-6.670741859529737,-0.11125080753095529,-0.08802893643165555,8882.218239103882
2024-08-26T08:00:00+00:00,2024-11-17T15:00:00+00:00,2024-11-17T16:00:00+00:00,2024-12-08T11:00:00+00:00,0.6485922200831685,3.088902043587287,-0.025865915475145163,0.038630373147650277,9461.127580381833
2024-09-16T04:00:00+00:00,2024-12-08T11:00:00+00:00,2024-12-08T12:00:00+00:00,2024-12-29T07:00:00+00:00,0.818714139945152,-0.6879253283291943,-0.05523069289700455,-0.006162330514516978,10024.182451119188
2024-10-07T00:00:00+00:00,2024-12-29T07:00:00+00:00,2024-12-29T08:00:00+00:00,2025-01-19T03:00:00+00:00,0.9006720771637696,-5.277551414833072,-0.048043643836100824,-0.03888070975600544,9666.182272398204
2024-10-27T20:00:00+00:00,2025-01-19T03:00:00+00:00,2025-01-19T04:00:00+00:00,2025-02-08T23:00:00+00:00,0.9714358069141815,1.102492581507691,-0.053167337640423584,0.024770977713068465,9857.698522974695
2024-11-17T16:00:00+00:00,2025-02-08T23:00:00+00:00,2025-02-09T00:00:00+00:00,2025-03-01T19:00:00+00:00,0.6005038189517056,2.171095223547417,-0.05373567623085351,0.021836021538704786,10340.839663139206
2024-12-08T12:00:00+00:00,2025-03-01T19:00:00+00:00,2025-03-01T20:00:00+00:00,2025-03-22T15:00:00+00:00,1.7318868508396064,-0.8850193923563477,-0.04752687206003292,-0.016309852299470462,9922.712314239441
2024-12-29T08:00:00+00:00,2025-03-22T15:00:00+00:00,2025-03-22T16:00:00+00:00,2025-04-12T11:00:00+00:00,2.3042411845383346,-0.06030969711969344,-0.0473800355497499,-0.0018439513181377487,10146.204111166078
2025-01-19T04:00:00+00:00,2025-04-12T11:00:00+00:00,2025-04-12T12:00:00+00:00,2025-05-03T07:00:00+00:00,2.4212236071792432,-3.5215156793582834,-0.07574356607244515,-0.043268113618521675,9820.865441619258
2025-02-09T00:00:00+00:00,2025-05-03T07:00:00+00:00,2025-05-03T08:00:00+00:00,2025-05-24T03:00:00+00:00,1.8084989645256797,-0.10760451950435876,-0.06759876566868628,-0.003504609778517187,9979.0495047684
2025-03-01T20:00:00+00:00,2025-05-24T03:00:00+00:00,2025-05-24T04:00:00+00:00,2025-06-13T23:00:00+00:00,1.2061479846595897,-3.830278466844962,-0.05720339329881596,-0.03425777416358711,9226.308352879752
2025-03-22T16:00:00+00:00,2025-06-13T23:00:00+00:00,2025-06-14T00:00:00+00:00,2025-07-04T19:00:00+00:00,1.6597717679175017,1.2883431396403713,-0.03065252258087292,0.008415644655829224,10061.900225710393
2025-04-12T12:00:00+00:00,2025-07-04T19:00:00+00:00,2025-07-04T20:00:00+00:00,2025-07-25T15:00:00+00:00,2.2119350787216963,-8.557418128891262,-0.14508424726219982,-0.11711866125219472,8862.497476132185
2025-05-03T08:00:00+00:00,2025-07-25T15:00:00+00:00,2025-07-25T16:00:00+00:00,2025-08-15T11:00:00+00:00,2.563662848709671,3.0536314922927676,-0.06379654554209169,0.03083594779998955,9048.806987894166
2025-05-24T04:00:00+00:00,2025-08-15T11:00:00+00:00,2025-08-15T12:00:00+00:00,2025-09-05T07:00:00+00:00,3.451841823609975,-1.3088251540614015,-0.07958427195482753,-0.016731197175291257,10055.601606404782
2025-06-14T00:00:00+00:00,2025-09-05T07:00:00+00:00,2025-09-05T08:00:00+00:00,2025-09-26T03:00:00+00:00,3.3476714682799185,0.8805138756269377,-0.030381821012861798,0.007976879417255889,9714.888228419188
2025-07-04T20:00:00+00:00,2025-09-26T03:00:00+00:00,2025-09-26T04:00:00+00:00,2025-10-16T23:00:00+00:00,0.5858292811268678,-0.7264475999552354,-0.05871815553821169,-0.007312914570418383,9453.653776393254
2025-07-25T16:00:00+00:00,2025-10-16T23:00:00+00:00,2025-10-17T00:00:00+00:00,2025-11-06T19:00:00+00:00,0.46576613602778916,-2.5894090642165346,-0.05949713299649395,-0.0345284855516631,9388.982630135815
2025-08-15T12:00:00+00:00,2025-11-06T19:00:00+00:00,2025-11-06T20:00:00+00:00,2025-11-27T15:00:00+00:00,1.375330698428884,9.180600440143984,-0.009147601994788146,0.04976619672277249,10706.41914536119
2025-09-05T08:00:00+00:00,2025-11-27T15:00:00+00:00,2025-11-27T16:00:00+00:00,2025-12-18T11:00:00+00:00,1.4846887962516027,-2.0785705067288314,-0.028740548984814263,-0.012564997803210298,10110.011406294703
